Date,Bar Name,Brand Name,Consumed (ml)
2024-02-08,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-02-09,Main Lounge,Chartreuse Herbal Liqueur,97.0
2024-02-10,Main Lounge,Chartreuse Herbal Liqueur,51.7
2024-02-11,Main Lounge,Chartreuse Herbal Liqueur,43.4
2024-02-12,Main Lounge,Chartreuse Herbal Liqueur,116.3
2024-02-13,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-02-14,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-02-15,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-02-16,Main Lounge,Chartreuse Herbal Liqueur,54.1
2024-02-17,Main Lounge,Chartreuse Herbal Liqueur,129.2
2024-02-18,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-02-19,Main Lounge,Chartreuse Herbal Liqueur,119.8
2024-02-20,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-02-21,Main Lounge,Chartreuse Herbal Liqueur,108.6
2024-02-22,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-02-23,Main Lounge,Chartreuse Herbal Liqueur,74.6
2024-02-24,Main Lounge,Chartreuse Herbal Liqueur,150.8
2024-02-25,Main Lounge,Chartreuse Herbal Liqueur,108.5
2024-02-26,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-02-27,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-02-28,Main Lounge,Chartreuse Herbal Liqueur,130.2
2024-02-29,Main Lounge,Chartreuse Herbal Liqueur,185.0
2024-03-01,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-03-02,Main Lounge,Chartreuse Herbal Liqueur,47.7
2024-03-03,Main Lounge,Chartreuse Herbal Liqueur,164.0
2024-03-04,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-03-05,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-03-06,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-03-07,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-03-08,Main Lounge,Chartreuse Herbal Liqueur,110.9
2024-03-09,Main Lounge,Chartreuse Herbal Liqueur,146.3
2024-03-10,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-03-11,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-03-12,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-03-13,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-03-14,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-03-15,Main Lounge,Chartreuse Herbal Liqueur,192.4
2024-03-16,Main Lounge,Chartreuse Herbal Liqueur,81.4
2024-03-17,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-03-18,Main Lounge,Chartreuse Herbal Liqueur,109.2
2024-03-19,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-03-20,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-03-21,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-03-22,Main Lounge,Chartreuse Herbal Liqueur,164.8
2024-03-23,Main Lounge,Chartreuse Herbal Liqueur,103.4
2024-03-24,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-03-25,Main Lounge,Chartreuse Herbal Liqueur,129.1
2024-03-26,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-03-27,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-03-28,Main Lounge,Chartreuse Herbal Liqueur,73.1
2024-03-29,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-03-30,Main Lounge,Chartreuse Herbal Liqueur,40.0
2024-03-31,Main Lounge,Chartreuse Herbal Liqueur,157.3
2024-04-01,Main Lounge,Chartreuse Herbal Liqueur,27.6
2024-04-02,Main Lounge,Chartreuse Herbal Liqueur,79.8
2024-04-03,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-04-04,Main Lounge,Chartreuse Herbal Liqueur,161.0
2024-04-05,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-04-06,Main Lounge,Chartreuse Herbal Liqueur,45.8
2024-04-07,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-04-08,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-04-09,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-04-10,Main Lounge,Chartreuse Herbal Liqueur,121.6
2024-04-11,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-04-12,Main Lounge,Chartreuse Herbal Liqueur,177.8
2024-04-13,Main Lounge,Chartreuse Herbal Liqueur,90.4
2024-04-14,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-04-15,Main Lounge,Chartreuse Herbal Liqueur,20.5
2024-04-16,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-04-17,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-04-18,Main Lounge,Chartreuse Herbal Liqueur,13.4
2024-04-19,Main Lounge,Chartreuse Herbal Liqueur,101.5
2024-04-20,Main Lounge,Chartreuse Herbal Liqueur,123.0
2024-04-21,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-04-22,Main Lounge,Chartreuse Herbal Liqueur,183.1
2024-04-23,Main Lounge,Chartreuse Herbal Liqueur,161.4
2024-04-24,Main Lounge,Chartreuse Herbal Liqueur,44.1
2024-04-25,Main Lounge,Chartreuse Herbal Liqueur,140.4
2024-04-26,Main Lounge,Chartreuse Herbal Liqueur,63.1
2024-04-27,Main Lounge,Chartreuse Herbal Liqueur,36.4
2024-04-28,Main Lounge,Chartreuse Herbal Liqueur,77.9
2024-04-29,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-04-30,Main Lounge,Chartreuse Herbal Liqueur,21.2
2024-05-01,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-05-02,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-05-03,Main Lounge,Chartreuse Herbal Liqueur,180.8
2024-05-04,Main Lounge,Chartreuse Herbal Liqueur,44.4
2024-05-05,Main Lounge,Chartreuse Herbal Liqueur,117.6
2024-05-06,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-05-07,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-05-08,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-05-09,Main Lounge,Chartreuse Herbal Liqueur,158.4
2024-05-10,Main Lounge,Chartreuse Herbal Liqueur,3.3
2024-05-11,Main Lounge,Chartreuse Herbal Liqueur,57.1
2024-05-12,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-05-13,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-05-14,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-05-15,Main Lounge,Chartreuse Herbal Liqueur,19.0
2024-05-16,Main Lounge,Chartreuse Herbal Liqueur,158.7
2024-05-17,Main Lounge,Chartreuse Herbal Liqueur,88.7
2024-05-18,Main Lounge,Chartreuse Herbal Liqueur,59.1
2024-05-19,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-05-20,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-05-21,Main Lounge,Chartreuse Herbal Liqueur,127.4
2024-05-22,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-05-23,Main Lounge,Chartreuse Herbal Liqueur,140.2
2024-05-24,Main Lounge,Chartreuse Herbal Liqueur,4.6
2024-05-25,Main Lounge,Chartreuse Herbal Liqueur,195.8
2024-05-26,Main Lounge,Chartreuse Herbal Liqueur,2.6
2024-05-27,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-05-28,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-05-29,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-05-30,Main Lounge,Chartreuse Herbal Liqueur,95.1
2024-05-31,Main Lounge,Chartreuse Herbal Liqueur,45.1
2024-06-01,Main Lounge,Chartreuse Herbal Liqueur,57.2
2024-06-02,Main Lounge,Chartreuse Herbal Liqueur,110.0
2024-06-03,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-06-04,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-06-05,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-06-06,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-06-07,Main Lounge,Chartreuse Herbal Liqueur,97.6
2024-06-08,Main Lounge,Chartreuse Herbal Liqueur,112.3
2024-06-09,Main Lounge,Chartreuse Herbal Liqueur,85.7
2024-06-10,Main Lounge,Chartreuse Herbal Liqueur,12.9
2024-06-11,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-06-12,Main Lounge,Chartreuse Herbal Liqueur,181.6
2024-06-13,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-06-14,Main Lounge,Chartreuse Herbal Liqueur,129.9
2024-06-15,Main Lounge,Chartreuse Herbal Liqueur,154.5
2024-06-16,Main Lounge,Chartreuse Herbal Liqueur,135.9
2024-06-17,Main Lounge,Chartreuse Herbal Liqueur,102.8
2024-06-18,Main Lounge,Chartreuse Herbal Liqueur,43.1
2024-06-19,Main Lounge,Chartreuse Herbal Liqueur,141.1
2024-06-20,Main Lounge,Chartreuse Herbal Liqueur,87.3
2024-06-21,Main Lounge,Chartreuse Herbal Liqueur,72.2
2024-06-22,Main Lounge,Chartreuse Herbal Liqueur,102.8
2024-06-23,Main Lounge,Chartreuse Herbal Liqueur,78.4
2024-06-24,Main Lounge,Chartreuse Herbal Liqueur,63.7
2024-06-25,Main Lounge,Chartreuse Herbal Liqueur,19.4
2024-06-26,Main Lounge,Chartreuse Herbal Liqueur,9.0
2024-06-27,Main Lounge,Chartreuse Herbal Liqueur,0.0
2024-06-28,Main Lounge,Chartreuse Herbal Liqueur,109.0
2024-01-01,Main Lounge,Grey Goose Vodka,1309.6
2024-01-02,Main Lounge,Grey Goose Vodka,1794.5
2024-01-03,Main Lounge,Grey Goose Vodka,1687.0
2024-01-04,Main Lounge,Grey Goose Vodka,2019.8
2024-01-05,Main Lounge,Grey Goose Vodka,3167.7
2024-01-06,Main Lounge,Grey Goose Vodka,3193.0
2024-01-07,Main Lounge,Grey Goose Vodka,1099.2
2024-01-08,Main Lounge,Grey Goose Vodka,1703.0
2024-01-09,Main Lounge,Grey Goose Vodka,2724.6
2024-01-10,Main Lounge,Grey Goose Vodka,1739.4
2024-01-11,Main Lounge,Grey Goose Vodka,1603.3
2024-01-12,Main Lounge,Grey Goose Vodka,3734.4
2024-01-13,Main Lounge,Grey Goose Vodka,3946.3
2024-01-14,Main Lounge,Grey Goose Vodka,1729.8
2024-01-15,Main Lounge,Grey Goose Vodka,933.0
2024-01-16,Main Lounge,Grey Goose Vodka,1399.3
2024-01-17,Main Lounge,Grey Goose Vodka,1877.8
2024-01-18,Main Lounge,Grey Goose Vodka,1481.9
2024-01-19,Main Lounge,Grey Goose Vodka,3647.3
2024-01-20,Main Lounge,Grey Goose Vodka,3731.9
2024-01-21,Main Lounge,Grey Goose Vodka,1707.5
2024-01-22,Main Lounge,Grey Goose Vodka,1384.8
2024-01-23,Main Lounge,Grey Goose Vodka,2029.1
2024-01-24,Main Lounge,Grey Goose Vodka,1983.7
2024-01-25,Main Lounge,Grey Goose Vodka,1710.7
2024-01-26,Main Lounge,Grey Goose Vodka,3875.9
2024-01-27,Main Lounge,Grey Goose Vodka,3640.3
2024-01-28,Main Lounge,Grey Goose Vodka,793.6
2024-01-29,Main Lounge,Grey Goose Vodka,1543.7
2024-01-30,Main Lounge,Grey Goose Vodka,2271.9
2024-01-31,Main Lounge,Grey Goose Vodka,2376.4
2024-02-01,Main Lounge,Grey Goose Vodka,1824.2
2024-02-02,Main Lounge,Grey Goose Vodka,3335.5
2024-02-03,Main Lounge,Grey Goose Vodka,3237.8
2024-02-04,Main Lounge,Grey Goose Vodka,885.5
2024-02-05,Main Lounge,Grey Goose Vodka,1455.9
2024-02-06,Main Lounge,Grey Goose Vodka,1240.6
2024-02-07,Main Lounge,Grey Goose Vodka,1410.9
2024-02-08,Main Lounge,Grey Goose Vodka,1562.3
2024-02-09,Main Lounge,Grey Goose Vodka,3325.3
2024-02-10,Main Lounge,Grey Goose Vodka,2881.6
2024-02-11,Main Lounge,Grey Goose Vodka,896.4
2024-02-12,Main Lounge,Grey Goose Vodka,687.0
2024-02-13,Main Lounge,Grey Goose Vodka,1547.9
2024-02-14,Main Lounge,Grey Goose Vodka,1472.5
2024-02-15,Main Lounge,Grey Goose Vodka,1697.2
2024-02-16,Main Lounge,Grey Goose Vodka,3079.2
2024-02-17,Main Lounge,Grey Goose Vodka,2619.8
2024-02-18,Main Lounge,Grey Goose Vodka,1793.2
2024-02-19,Main Lounge,Grey Goose Vodka,1807.3
2024-02-20,Main Lounge,Grey Goose Vodka,854.4
2024-02-21,Main Lounge,Grey Goose Vodka,1591.2
2024-02-22,Main Lounge,Grey Goose Vodka,1383.3
2024-02-23,Main Lounge,Grey Goose Vodka,3029.1
2024-02-24,Main Lounge,Grey Goose Vodka,3535.5
2024-02-25,Main Lounge,Grey Goose Vodka,2154.7
2024-02-26,Main Lounge,Grey Goose Vodka,997.2
2024-02-27,Main Lounge,Grey Goose Vodka,959.2
2024-02-28,Main Lounge,Grey Goose Vodka,1948.6
2024-02-29,Main Lounge,Grey Goose Vodka,2373.8
2024-03-01,Main Lounge,Grey Goose Vodka,3366.9
2024-03-02,Main Lounge,Grey Goose Vodka,2551.8
2024-03-03,Main Lounge,Grey Goose Vodka,954.8
2024-03-04,Main Lounge,Grey Goose Vodka,1548.5
2024-03-05,Main Lounge,Grey Goose Vodka,936.7
2024-03-06,Main Lounge,Grey Goose Vodka,1208.8
2024-03-07,Main Lounge,Grey Goose Vodka,2110.3
2024-03-08,Main Lounge,Grey Goose Vodka,3676.8
2024-03-09,Main Lounge,Grey Goose Vodka,2944.7
2024-03-10,Main Lounge,Grey Goose Vodka,1779.5
2024-03-11,Main Lounge,Grey Goose Vodka,1501.9
2024-03-12,Main Lounge,Grey Goose Vodka,1715.4
2024-03-13,Main Lounge,Grey Goose Vodka,1282.7
2024-03-14,Main Lounge,Grey Goose Vodka,1189.8
2024-03-15,Main Lounge,Grey Goose Vodka,3029.8
2024-03-16,Main Lounge,Grey Goose Vodka,3501.9
2024-03-17,Main Lounge,Grey Goose Vodka,1722.8
2024-03-18,Main Lounge,Grey Goose Vodka,1815.2
2024-03-19,Main Lounge,Grey Goose Vodka,1794.3
2024-03-20,Main Lounge,Grey Goose Vodka,1793.8
2024-03-21,Main Lounge,Grey Goose Vodka,1819.8
2024-03-22,Main Lounge,Grey Goose Vodka,3948.7
2024-03-23,Main Lounge,Grey Goose Vodka,3507.1
2024-03-24,Main Lounge,Grey Goose Vodka,1170.6
2024-03-25,Main Lounge,Grey Goose Vodka,1371.4
2024-03-26,Main Lounge,Grey Goose Vodka,1596.5
2024-03-27,Main Lounge,Grey Goose Vodka,2270.0
2024-03-28,Main Lounge,Grey Goose Vodka,1618.5
2024-03-29,Main Lounge,Grey Goose Vodka,3843.5
2024-03-30,Main Lounge,Grey Goose Vodka,4270.8
2024-03-31,Main Lounge,Grey Goose Vodka,1511.2
2024-04-01,Main Lounge,Grey Goose Vodka,1338.8
2024-04-02,Main Lounge,Grey Goose Vodka,2370.5
2024-04-03,Main Lounge,Grey Goose Vodka,1251.8
2024-04-04,Main Lounge,Grey Goose Vodka,1990.1
2024-04-05,Main Lounge,Grey Goose Vodka,4008.2
2024-04-06,Main Lounge,Grey Goose Vodka,2893.5
2024-04-07,Main Lounge,Grey Goose Vodka,1664.2
2024-04-08,Main Lounge,Grey Goose Vodka,1761.9
2024-04-09,Main Lounge,Grey Goose Vodka,1912.5
2024-04-10,Main Lounge,Grey Goose Vodka,652.3
2024-04-11,Main Lounge,Grey Goose Vodka,968.4
2024-04-12,Main Lounge,Grey Goose Vodka,3405.8
2024-04-13,Main Lounge,Grey Goose Vodka,3776.0
2024-04-14,Main Lounge,Grey Goose Vodka,2093.5
2024-04-15,Main Lounge,Grey Goose Vodka,1801.8
2024-04-16,Main Lounge,Grey Goose Vodka,1763.1
2024-04-17,Main Lounge,Grey Goose Vodka,2077.0
2024-04-18,Main Lounge,Grey Goose Vodka,1687.9
2024-04-19,Main Lounge,Grey Goose Vodka,3148.7
2024-04-20,Main Lounge,Grey Goose Vodka,3419.1
2024-04-21,Main Lounge,Grey Goose Vodka,779.0
2024-04-22,Main Lounge,Grey Goose Vodka,1273.5
2024-04-23,Main Lounge,Grey Goose Vodka,1958.9
2024-04-24,Main Lounge,Grey Goose Vodka,746.6
2024-04-25,Main Lounge,Grey Goose Vodka,1004.6
2024-04-26,Main Lounge,Grey Goose Vodka,3807.6
2024-04-27,Main Lounge,Grey Goose Vodka,3802.1
2024-04-28,Main Lounge,Grey Goose Vodka,1291.7
2024-04-29,Main Lounge,Grey Goose Vodka,1424.3
2024-04-30,Main Lounge,Grey Goose Vodka,1607.1
2024-05-01,Main Lounge,Grey Goose Vodka,1681.8
2024-05-02,Main Lounge,Grey Goose Vodka,2071.2
2024-05-03,Main Lounge,Grey Goose Vodka,4407.2
2024-05-04,Main Lounge,Grey Goose Vodka,2377.3
2024-05-05,Main Lounge,Grey Goose Vodka,1744.1
2024-05-06,Main Lounge,Grey Goose Vodka,1671.5
2024-05-07,Main Lounge,Grey Goose Vodka,1329.3
2024-05-08,Main Lounge,Grey Goose Vodka,901.1
2024-05-09,Main Lounge,Grey Goose Vodka,919.6
2024-05-10,Main Lounge,Grey Goose Vodka,2505.1
2024-05-11,Main Lounge,Grey Goose Vodka,2929.3
2024-05-12,Main Lounge,Grey Goose Vodka,2283.5
2024-05-13,Main Lounge,Grey Goose Vodka,1774.6
2024-05-14,Main Lounge,Grey Goose Vodka,902.2
2024-05-15,Main Lounge,Grey Goose Vodka,1175.9
2024-05-16,Main Lounge,Grey Goose Vodka,1438.3
2024-05-17,Main Lounge,Grey Goose Vodka,3384.8
2024-05-18,Main Lounge,Grey Goose Vodka,3112.7
2024-05-19,Main Lounge,Grey Goose Vodka,1120.0
2024-05-20,Main Lounge,Grey Goose Vodka,1509.5
2024-05-21,Main Lounge,Grey Goose Vodka,2004.2
2024-05-22,Main Lounge,Grey Goose Vodka,1196.8
2024-05-23,Main Lounge,Grey Goose Vodka,951.3
2024-05-24,Main Lounge,Grey Goose Vodka,4218.1
2024-05-25,Main Lounge,Grey Goose Vodka,2752.9
2024-05-26,Main Lounge,Grey Goose Vodka,2175.2
2024-05-27,Main Lounge,Grey Goose Vodka,772.7
2024-05-28,Main Lounge,Grey Goose Vodka,1526.5
2024-05-29,Main Lounge,Grey Goose Vodka,1431.6
2024-05-30,Main Lounge,Grey Goose Vodka,1677.7
2024-05-31,Main Lounge,Grey Goose Vodka,3992.8
2024-06-01,Main Lounge,Grey Goose Vodka,2598.7
2024-06-02,Main Lounge,Grey Goose Vodka,1339.6
2024-06-03,Main Lounge,Grey Goose Vodka,1417.6
2024-06-04,Main Lounge,Grey Goose Vodka,832.4
2024-06-05,Main Lounge,Grey Goose Vodka,2042.5
2024-06-06,Main Lounge,Grey Goose Vodka,2261.3
2024-06-07,Main Lounge,Grey Goose Vodka,3968.6
2024-06-08,Main Lounge,Grey Goose Vodka,3462.7
2024-06-09,Main Lounge,Grey Goose Vodka,1853.6
2024-06-10,Main Lounge,Grey Goose Vodka,2182.7
2024-06-11,Main Lounge,Grey Goose Vodka,2292.8
2024-06-12,Main Lounge,Grey Goose Vodka,2139.7
2024-06-13,Main Lounge,Grey Goose Vodka,1954.1
2024-06-14,Main Lounge,Grey Goose Vodka,3384.9
2024-06-15,Main Lounge,Grey Goose Vodka,3983.5
2024-06-16,Main Lounge,Grey Goose Vodka,1494.5
2024-06-17,Main Lounge,Grey Goose Vodka,1730.9
2024-06-18,Main Lounge,Grey Goose Vodka,935.9
2024-06-19,Main Lounge,Grey Goose Vodka,1146.8
2024-06-20,Main Lounge,Grey Goose Vodka,1815.3
2024-06-21,Main Lounge,Grey Goose Vodka,3466.6
2024-06-22,Main Lounge,Grey Goose Vodka,3592.6
2024-06-23,Main Lounge,Grey Goose Vodka,1583.1
2024-06-24,Main Lounge,Grey Goose Vodka,1337.7
2024-06-25,Main Lounge,Grey Goose Vodka,1005.6
2024-06-26,Main Lounge,Grey Goose Vodka,1032.1
2024-06-27,Main Lounge,Grey Goose Vodka,1947.4
2024-06-28,Main Lounge,Grey Goose Vodka,3149.7
2024-01-01,Main Lounge,Hendrick's Gin,556.8
2024-01-02,Main Lounge,Hendrick's Gin,1142.8
2024-01-03,Main Lounge,Hendrick's Gin,1136.3
2024-01-04,Main Lounge,Hendrick's Gin,1026.7
2024-01-05,Main Lounge,Hendrick's Gin,2137.4
2024-01-06,Main Lounge,Hendrick's Gin,2425.2
2024-01-07,Main Lounge,Hendrick's Gin,1092.9
2024-01-08,Main Lounge,Hendrick's Gin,743.7
2024-01-09,Main Lounge,Hendrick's Gin,1060.3
2024-01-10,Main Lounge,Hendrick's Gin,786.3
2024-01-11,Main Lounge,Hendrick's Gin,1245.4
2024-01-12,Main Lounge,Hendrick's Gin,1865.9
2024-01-13,Main Lounge,Hendrick's Gin,2772.9
2024-01-14,Main Lounge,Hendrick's Gin,1156.3
2024-01-15,Main Lounge,Hendrick's Gin,1077.2
2024-01-16,Main Lounge,Hendrick's Gin,1348.8
2024-01-17,Main Lounge,Hendrick's Gin,828.3
2024-01-18,Main Lounge,Hendrick's Gin,882.7
2024-01-19,Main Lounge,Hendrick's Gin,2353.9
2024-01-20,Main Lounge,Hendrick's Gin,1997.5
2024-01-21,Main Lounge,Hendrick's Gin,1052.4
2024-01-22,Main Lounge,Hendrick's Gin,1079.0
2024-01-23,Main Lounge,Hendrick's Gin,1394.6
2024-01-24,Main Lounge,Hendrick's Gin,1004.0
2024-01-25,Main Lounge,Hendrick's Gin,532.4
2024-01-26,Main Lounge,Hendrick's Gin,2834.6
2024-01-27,Main Lounge,Hendrick's Gin,1895.3
2024-01-28,Main Lounge,Hendrick's Gin,597.0
2024-01-29,Main Lounge,Hendrick's Gin,1200.6
2024-01-30,Main Lounge,Hendrick's Gin,1124.7
2024-01-31,Main Lounge,Hendrick's Gin,1005.1
2024-02-01,Main Lounge,Hendrick's Gin,800.8
2024-02-02,Main Lounge,Hendrick's Gin,1808.4
2024-02-03,Main Lounge,Hendrick's Gin,2287.7
2024-02-04,Main Lounge,Hendrick's Gin,1400.0
2024-02-05,Main Lounge,Hendrick's Gin,809.9
2024-02-06,Main Lounge,Hendrick's Gin,359.1
2024-02-07,Main Lounge,Hendrick's Gin,1122.6
2024-02-08,Main Lounge,Hendrick's Gin,767.5
2024-02-09,Main Lounge,Hendrick's Gin,2353.2
2024-02-10,Main Lounge,Hendrick's Gin,2301.9
2024-02-11,Main Lounge,Hendrick's Gin,1462.1
2024-02-12,Main Lounge,Hendrick's Gin,935.5
2024-02-13,Main Lounge,Hendrick's Gin,893.4
2024-02-14,Main Lounge,Hendrick's Gin,1597.6
2024-02-15,Main Lounge,Hendrick's Gin,1290.9
2024-02-16,Main Lounge,Hendrick's Gin,2206.0
2024-02-17,Main Lounge,Hendrick's Gin,2314.0
2024-02-18,Main Lounge,Hendrick's Gin,735.0
2024-02-19,Main Lounge,Hendrick's Gin,1249.4
2024-02-20,Main Lounge,Hendrick's Gin,1301.7
2024-02-21,Main Lounge,Hendrick's Gin,643.8
2024-02-22,Main Lounge,Hendrick's Gin,1099.7
2024-02-23,Main Lounge,Hendrick's Gin,2238.2
2024-02-24,Main Lounge,Hendrick's Gin,2384.9
2024-02-25,Main Lounge,Hendrick's Gin,1085.8
2024-02-26,Main Lounge,Hendrick's Gin,1019.2
2024-02-27,Main Lounge,Hendrick's Gin,1146.8
2024-02-28,Main Lounge,Hendrick's Gin,492.4
2024-02-29,Main Lounge,Hendrick's Gin,736.5
2024-03-01,Main Lounge,Hendrick's Gin,2299.0
2024-03-02,Main Lounge,Hendrick's Gin,2099.0
2024-03-03,Main Lounge,Hendrick's Gin,1420.8
2024-03-04,Main Lounge,Hendrick's Gin,1699.2
2024-03-05,Main Lounge,Hendrick's Gin,1573.7
2024-03-06,Main Lounge,Hendrick's Gin,1368.2
2024-03-07,Main Lounge,Hendrick's Gin,227.7
2024-03-08,Main Lounge,Hendrick's Gin,2928.6
2024-03-09,Main Lounge,Hendrick's Gin,2182.8
2024-03-10,Main Lounge,Hendrick's Gin,1275.7
2024-03-11,Main Lounge,Hendrick's Gin,952.1
2024-03-12,Main Lounge,Hendrick's Gin,1450.1
2024-03-13,Main Lounge,Hendrick's Gin,644.4
2024-03-14,Main Lounge,Hendrick's Gin,883.3
2024-03-15,Main Lounge,Hendrick's Gin,2850.0
2024-03-16,Main Lounge,Hendrick's Gin,2274.4
2024-03-17,Main Lounge,Hendrick's Gin,843.9
2024-03-18,Main Lounge,Hendrick's Gin,524.3
2024-03-19,Main Lounge,Hendrick's Gin,1640.2
2024-03-20,Main Lounge,Hendrick's Gin,1112.2
2024-03-21,Main Lounge,Hendrick's Gin,1494.2
2024-03-22,Main Lounge,Hendrick's Gin,2055.2
2024-03-23,Main Lounge,Hendrick's Gin,2264.4
2024-03-24,Main Lounge,Hendrick's Gin,1771.4
2024-03-25,Main Lounge,Hendrick's Gin,950.5
2024-03-26,Main Lounge,Hendrick's Gin,1284.2
2024-03-27,Main Lounge,Hendrick's Gin,1374.4
2024-03-28,Main Lounge,Hendrick's Gin,1225.2
2024-03-29,Main Lounge,Hendrick's Gin,2347.4
2024-03-30,Main Lounge,Hendrick's Gin,2066.8
2024-03-31,Main Lounge,Hendrick's Gin,812.4
2024-04-01,Main Lounge,Hendrick's Gin,831.0
2024-04-02,Main Lounge,Hendrick's Gin,778.8
2024-04-03,Main Lounge,Hendrick's Gin,1572.7
2024-04-04,Main Lounge,Hendrick's Gin,1138.4
2024-04-05,Main Lounge,Hendrick's Gin,2010.4
2024-04-06,Main Lounge,Hendrick's Gin,1653.8
2024-04-07,Main Lounge,Hendrick's Gin,1553.8
2024-04-08,Main Lounge,Hendrick's Gin,1200.3
2024-04-09,Main Lounge,Hendrick's Gin,1353.8
2024-04-10,Main Lounge,Hendrick's Gin,392.0
2024-04-11,Main Lounge,Hendrick's Gin,1161.6
2024-04-12,Main Lounge,Hendrick's Gin,2180.0
2024-04-13,Main Lounge,Hendrick's Gin,2220.9
2024-04-14,Main Lounge,Hendrick's Gin,1466.1
2024-04-15,Main Lounge,Hendrick's Gin,1265.7
2024-04-16,Main Lounge,Hendrick's Gin,280.9
2024-04-17,Main Lounge,Hendrick's Gin,877.7
2024-04-18,Main Lounge,Hendrick's Gin,795.2
2024-04-19,Main Lounge,Hendrick's Gin,2440.5
2024-04-20,Main Lounge,Hendrick's Gin,2347.7
2024-04-21,Main Lounge,Hendrick's Gin,1229.3
2024-04-22,Main Lounge,Hendrick's Gin,540.7
2024-04-23,Main Lounge,Hendrick's Gin,653.0
2024-04-24,Main Lounge,Hendrick's Gin,1185.9
2024-04-25,Main Lounge,Hendrick's Gin,867.6
2024-04-26,Main Lounge,Hendrick's Gin,2472.1
2024-04-27,Main Lounge,Hendrick's Gin,1438.5
2024-04-28,Main Lounge,Hendrick's Gin,822.9
2024-04-29,Main Lounge,Hendrick's Gin,1362.4
2024-04-30,Main Lounge,Hendrick's Gin,1049.2
2024-05-01,Main Lounge,Hendrick's Gin,1037.0
2024-05-02,Main Lounge,Hendrick's Gin,1031.9
2024-05-03,Main Lounge,Hendrick's Gin,2449.8
2024-05-04,Main Lounge,Hendrick's Gin,1837.8
2024-05-05,Main Lounge,Hendrick's Gin,940.8
2024-05-06,Main Lounge,Hendrick's Gin,1205.0
2024-05-07,Main Lounge,Hendrick's Gin,1057.5
2024-05-08,Main Lounge,Hendrick's Gin,1055.9
2024-05-09,Main Lounge,Hendrick's Gin,965.0
2024-05-10,Main Lounge,Hendrick's Gin,2232.3
