Transaction ID,Date Time Served,Bar Name,Brand Name,Opening Balance,Purchase,Consumed,Closing Balance
TXN-11500,2024-02-29 20:45:00,Rooftop Bar,Jack Daniel's Bourbon,4416.8,0.0,1424.0,2992.8
TXN-11501,2024-03-01 22:30:00,Rooftop Bar,Jack Daniel's Bourbon,2992.8,0.0,2683.9,308.9
TXN-11502,2024-03-02 20:30:00,Rooftop Bar,Jack Daniel's Bourbon,308.9,12000.0,2197.7,10111.2
TXN-11503,2024-03-03 23:00:00,Rooftop Bar,Jack Daniel's Bourbon,10111.2,0.0,308.3,9802.9
TXN-11504,2024-03-04 21:45:00,Rooftop Bar,Jack Daniel's Bourbon,9802.9,0.0,1305.2,8497.7
TXN-11505,2024-03-05 23:00:00,Rooftop Bar,Jack Daniel's Bourbon,8497.7,0.0,622.0,7875.7
TXN-11506,2024-03-06 18:30:00,Rooftop Bar,Jack Daniel's Bourbon,7875.7,0.0,1205.1,6670.6
TXN-11507,2024-03-07 20:30:00,Rooftop Bar,Jack Daniel's Bourbon,6670.6,0.0,561.2,6109.4
TXN-11508,2024-03-08 21:00:00,Rooftop Bar,Jack Daniel's Bourbon,6109.4,0.0,2507.5,3601.9
TXN-11509,2024-03-09 23:30:00,Rooftop Bar,Jack Daniel's Bourbon,3601.9,0.0,2063.9,1538.0
TXN-11510,2024-03-10 21:00:00,Rooftop Bar,Jack Daniel's Bourbon,1538.0,18000.0,1510.1,18027.9
TXN-11511,2024-03-11 20:30:00,Rooftop Bar,Jack Daniel's Bourbon,18027.9,0.0,1226.5,16801.4
TXN-11512,2024-03-12 21:15:00,Rooftop Bar,Jack Daniel's Bourbon,16801.4,0.0,818.7,15982.7
TXN-11513,2024-03-13 19:30:00,Rooftop Bar,Jack Daniel's Bourbon,15982.7,0.0,1196.8,14785.9
TXN-11514,2024-03-14 22:15:00,Rooftop Bar,Jack Daniel's Bourbon,14785.9,0.0,1027.3,13758.6
TXN-11515,2024-03-15 21:15:00,Rooftop Bar,Jack Daniel's Bourbon,13758.6,0.0,2162.0,11596.6
TXN-11516,2024-03-16 20:30:00,Rooftop Bar,Jack Daniel's Bourbon,11596.6,0.0,2408.9,9187.7
TXN-11517,2024-03-17 20:30:00,Rooftop Bar,Jack Daniel's Bourbon,9187.7,0.0,1549.7,7638.0
TXN-11518,2024-03-18 23:45:00,Rooftop Bar,Jack Daniel's Bourbon,7638.0,0.0,1232.9,6405.1
TXN-11519,2024-03-19 21:45:00,Rooftop Bar,Jack Daniel's Bourbon,6405.1,0.0,1316.2,5088.9
TXN-11520,2024-03-20 23:15:00,Rooftop Bar,Jack Daniel's Bourbon,5088.9,0.0,1197.8,3891.1
TXN-11521,2024-03-21 21:30:00,Rooftop Bar,Jack Daniel's Bourbon,3891.1,0.0,867.9,3023.2
TXN-11522,2024-03-22 18:30:00,Rooftop Bar,Jack Daniel's Bourbon,3023.2,0.0,1981.4,1041.8
TXN-11523,2024-03-23 19:15:00,Rooftop Bar,Jack Daniel's Bourbon,1041.8,6000.0,2060.1,4981.7
TXN-11524,2024-03-24 19:15:00,Rooftop Bar,Jack Daniel's Bourbon,4981.7,0.0,430.8,4550.9
TXN-11525,2024-03-25 21:30:00,Rooftop Bar,Jack Daniel's Bourbon,4550.9,0.0,1689.7,2861.2
TXN-11526,2024-03-26 20:45:00,Rooftop Bar,Jack Daniel's Bourbon,2861.2,0.0,579.3,2281.9
TXN-11527,2024-03-27 23:00:00,Rooftop Bar,Jack Daniel's Bourbon,2281.9,0.0,1020.5,1281.4
TXN-11528,2024-03-28 19:45:00,Rooftop Bar,Jack Daniel's Bourbon,1261.4,12000.0,307.7,12953.7
TXN-11529,2024-03-29 20:30:00,Rooftop Bar,Jack Daniel's Bourbon,12953.7,0.0,2385.4,10568.3
TXN-11530,2024-03-30 19:30:00,Rooftop Bar,Jack Daniel's Bourbon,10568.3,0.0,2265.7,8302.6
TXN-11531,2024-03-31 21:15:00,Rooftop Bar,Jack Daniel's Bourbon,8302.6,0.0,1416.6,6886.0
TXN-11532,2024-04-01 18:45:00,Rooftop Bar,Jack Daniel's Bourbon,6886.0,0.0,574.6,6311.4
TXN-11533,2024-04-02 20:00:00,Rooftop Bar,Jack Daniel's Bourbon,6311.4,0.0,914.5,5396.9
TXN-11534,2024-04-03 23:45:00,Rooftop Bar,Jack Daniel's Bourbon,5396.9,0.0,624.4,4772.5
TXN-11535,2024-04-04 22:45:00,Rooftop Bar,Jack Daniel's Bourbon,4772.5,0.0,975.9,3796.6
TXN-11536,2024-04-05 20:30:00,Rooftop Bar,Jack Daniel's Bourbon,3796.6,0.0,2404.5,1392.1
TXN-11537,2024-04-06 23:00:00,Rooftop Bar,Jack Daniel's Bourbon,1392.1,6000.0,1942.9,5449.2
TXN-11538,2024-04-07 18:45:00,Rooftop Bar,Jack Daniel's Bourbon,5449.2,0.0,541.1,4908.1
TXN-11539,2024-04-08 18:00:00,Rooftop Bar,Jack Daniel's Bourbon,4908.1,0.0,922.9,3985.2
TXN-11540,2024-04-09 21:45:00,Rooftop Bar,Jack Daniel's Bourbon,3985.2,0.0,993.0,2992.2
TXN-11541,2024-04-10 20:30:00,Rooftop Bar,Jack Daniel's Bourbon,2992.2,0.0,1367.4,1624.8
TXN-11542,2024-04-11 22:45:00,Rooftop Bar,Jack Daniel's Bourbon,1624.8,12000.0,1279.1,12345.7
TXN-11543,2024-04-12 19:00:00,Rooftop Bar,Jack Daniel's Bourbon,12345.7,0.0,2139.6,10206.1
TXN-11544,2024-04-13 23:45:00,Rooftop Bar,Jack Daniel's Bourbon,10206.1,0.0,1805.8,8400.3
TXN-11545,2024-04-14 22:45:00,Rooftop Bar,Jack Daniel's Bourbon,8400.3,0.0,1085.2,7315.1
TXN-11546,2024-04-15 21:15:00,Rooftop Bar,Jack Daniel's Bourbon,7315.1,0.0,518.8,6796.3
TXN-11547,2024-04-16 22:15:00,Rooftop Bar,Jack Daniel's Bourbon,6796.3,0.0,909.7,5886.6
TXN-11548,2024-04-17 21:00:00,Rooftop Bar,Jack Daniel's Bourbon,5886.6,0.0,1029.2,4857.4
TXN-11549,2024-04-18 18:00:00,Rooftop Bar,Jack Daniel's Bourbon,4857.4,0.0,1021.2,3836.2
TXN-11550,2024-04-19 22:30:00,Rooftop Bar,Jack Daniel's Bourbon,3836.2,0.0,1892.5,1943.7
TXN-11551,2024-04-20 21:00:00,Rooftop Bar,Jack Daniel's Bourbon,1943.7,12000.0,2159.9,11783.8
TXN-11552,2024-04-21 18:00:00,Rooftop Bar,Jack Daniel's Bourbon,11783.8,0.0,945.2,10838.6
TXN-11553,2024-04-22 19:30:00,Rooftop Bar,Jack Daniel's Bourbon,10838.6,0.0,1536.1,9302.5
TXN-11554,2024-04-23 19:15:00,Rooftop Bar,Jack Daniel's Bourbon,9302.5,0.0,1044.2,8258.3
TXN-11555,2024-04-24 20:45:00,Rooftop Bar,Jack Daniel's Bourbon,8258.3,0.0,460.9,7797.4
TXN-11556,2024-04-25 18:45:00,Rooftop Bar,Jack Daniel's Bourbon,7797.4,0.0,1042.7,6754.7
TXN-11557,2024-04-26 20:00:00,Rooftop Bar,Jack Daniel's Bourbon,6754.7,0.0,2114.3,4640.4
TXN-11558,2024-04-27 22:30:00,Rooftop Bar,Jack Daniel's Bourbon,4640.4,0.0,2414.6,2225.8
TXN-11559,2024-04-28 19:00:00,Rooftop Bar,Jack Daniel's Bourbon,2225.8,0.0,1176.1,1049.7
TXN-11560,2024-04-29 19:30:00,Rooftop Bar,Jack Daniel's Bourbon,1049.7,18000.0,1386.3,17663.4
TXN-11561,2024-04-30 19:00:00,Rooftop Bar,Jack Daniel's Bourbon,17663.4,0.0,833.6,16829.8
TXN-11562,2024-05-01 19:45:00,Rooftop Bar,Jack Daniel's Bourbon,16829.8,0.0,603.7,16226.1
TXN-11563,2024-05-02 22:15:00,Rooftop Bar,Jack Daniel's Bourbon,16226.1,0.0,1144.9,15081.2
TXN-11564,2024-05-03 21:15:00,Rooftop Bar,Jack Daniel's Bourbon,15081.2,0.0,1925.9,13155.3
TXN-11565,2024-05-04 18:15:00,Rooftop Bar,Jack Daniel's Bourbon,13155.3,0.0,1812.6,11342.7
TXN-11566,2024-05-05 20:00:00,Rooftop Bar,Jack Daniel's Bourbon,11342.7,0.0,748.0,10594.7
TXN-11567,2024-05-06 20:30:00,Rooftop Bar,Jack Daniel's Bourbon,10594.7,0.0,1195.1,9399.6
TXN-11568,2024-05-07 18:00:00,Rooftop Bar,Jack Daniel's Bourbon,9399.6,0.0,1375.2,8024.4
TXN-11569,2024-05-08 19:15:00,Rooftop Bar,Jack Daniel's Bourbon,8024.4,0.0,1206.6,6817.8
TXN-11570,2024-05-09 22:45:00,Rooftop Bar,Jack Daniel's Bourbon,6817.8,0.0,1505.6,5312.2
TXN-11571,2024-05-10 23:00:00,Rooftop Bar,Jack Daniel's Bourbon,5312.2,0.0,2172.8,3139.4
TXN-11572,2024-05-11 19:45:00,Rooftop Bar,Jack Daniel's Bourbon,3139.4,0.0,2165.1,974.3
TXN-11573,2024-05-12 18:30:00,Rooftop Bar,Jack Daniel's Bourbon,974.3,18000.0,1252.8,17721.5
TXN-11574,2024-05-13 23:15:00,Rooftop Bar,Jack Daniel's Bourbon,17721.5,0.0,995.9,16725.6
TXN-11575,2024-05-14 21:15:00,Rooftop Bar,Jack Daniel's Bourbon,16725.6,0.0,1391.4,15334.2
TXN-11576,2024-05-15 23:30:00,Rooftop Bar,Jack Daniel's Bourbon,15334.2,0.0,1434.8,13899.4
TXN-11577,2024-05-16 21:30:00,Rooftop Bar,Jack Daniel's Bourbon,13899.4,0.0,945.8,12953.6
TXN-11578,2024-05-17 20:00:00,Rooftop Bar,Jack Daniel's Bourbon,12953.6,0.0,2123.5,10830.1
TXN-11579,2024-05-18 23:30:00,Rooftop Bar,Jack Daniel's Bourbon,10830.1,0.0,2210.2,8619.9
TXN-11580,2024-05-19 18:30:00,Rooftop Bar,Jack Daniel's Bourbon,8619.9,0.0,1232.4,7387.5
TXN-11581,2024-05-20 23:00:00,Rooftop Bar,Jack Daniel's Bourbon,7387.5,0.0,818.8,6568.7
TXN-11582,2024-05-21 23:30:00,Rooftop Bar,Jack Daniel's Bourbon,6568.7,0.0,422.9,6145.8
TXN-11583,2024-05-22 22:45:00,Rooftop Bar,Jack Daniel's Bourbon,6145.8,0.0,1804.0,4341.8
TXN-11584,2024-05-23 23:15:00,Rooftop Bar,Jack Daniel's Bourbon,4341.8,0.0,1145.6,3196.2
TXN-11585,2024-05-24 22:15:00,Rooftop Bar,Jack Daniel's Bourbon,3196.2,0.0,2345.4,850.8
TXN-11586,2024-05-25 18:45:00,Rooftop Bar,Jack Daniel's Bourbon,850.8,6000.0,2374.2,4476.6
TXN-11587,2024-05-26 23:00:00,Rooftop Bar,Jack Daniel's Bourbon,4476.6,0.0,1067.3,3409.3
TXN-11588,2024-05-27 18:00:00,Rooftop Bar,Jack Daniel's Bourbon,3409.3,0.0,716.9,2692.4
TXN-11589,2024-05-28 20:00:00,Rooftop Bar,Jack Daniel's Bourbon,2692.4,0.0,567.1,2125.3
TXN-11590,2024-05-29 21:45:00,Rooftop Bar,Jack Daniel's Bourbon,2125.3,0.0,1248.9,876.4
TXN-11591,2024-05-30 18:30:00,Rooftop Bar,Jack Daniel's Bourbon,876.4,18000.0,1304.7,17571.7
TXN-11592,2024-05-31 19:00:00,Rooftop Bar,Jack Daniel's Bourbon,17571.7,0.0,2448.2,15123.5
TXN-11593,2024-06-01 19:45:00,Rooftop Bar,Jack Daniel's Bourbon,15123.5,0.0,2283.3,12840.2
TXN-11594,2024-06-02 22:30:00,Rooftop Bar,Jack Daniel's Bourbon,12840.2,0.0,1463.5,11376.7
TXN-11595,2024-06-03 19:15:00,Rooftop Bar,Jack Daniel's Bourbon,11376.7,0.0,540.9,10835.8
TXN-11596,2024-06-04 19:45:00,Rooftop Bar,Jack Daniel's Bourbon,10835.8,0.0,1335.1,9500.7
TXN-11597,2024-06-05 21:00:00,Rooftop Bar,Jack Daniel's Bourbon,9500.7,0.0,1034.8,8465.9
TXN-11598,2024-06-06 20:00:00,Rooftop Bar,Jack Daniel's Bourbon,8465.9,0.0,1679.8,6786.1
TXN-11599,2024-06-07 23:45:00,Rooftop Bar,Jack Daniel's Bourbon,6786.1,0.0,2284.3,4501.8
TXN-11600,2024-06-08 19:00:00,Rooftop Bar,Jack Daniel's Bourbon,4501.8,0.0,1894.9,2606.9
TXN-11601,2024-06-09 21:45:00,Rooftop Bar,Jack Daniel's Bourbon,2606.9,0.0,903.1,1703.8
TXN-11602,2024-06-10 23:30:00,Rooftop Bar,Jack Daniel's Bourbon,1703.8,18000.0,930.0,18773.8
TXN-11603,2024-06-11 19:30:00,Rooftop Bar,Jack Daniel's Bourbon,18773.8,0.0,1190.3,17583.5
TXN-11604,2024-06-12 22:30:00,Rooftop Bar,Jack Daniel's Bourbon,17583.5,0.0,773.0,16810.5
TXN-11605,2024-06-13 18:00:00,Rooftop Bar,Jack Daniel's Bourbon,16810.5,0.0,532.1,16278.4
TXN-11606,2024-06-14 19:00:00,Rooftop Bar,Jack Daniel's Bourbon,16278.4,0.0,2000.2,14278.2
TXN-11607,2024-06-15 22:45:00,Rooftop Bar,Jack Daniel's Bourbon,14278.2,0.0,1681.8,12596.4
TXN-11608,2024-06-16 22:00:00,Rooftop Bar,Jack Daniel's Bourbon,12596.4,0.0,1212.6,11383.8
TXN-11609,2024-06-17 21:00:00,Rooftop Bar,Jack Daniel's Bourbon,11383.8,0.0,806.5,10577.3
TXN-11610,2024-06-18 19:30:00,Rooftop Bar,Jack Daniel's Bourbon,10577.3,0.0,1027.8,9549.5
TXN-11611,2024-06-19 20:00:00,Rooftop Bar,Jack Daniel's Bourbon,9549.5,0.0,916.4,8633.1
TXN-11612,2024-06-20 22:45:00,Rooftop Bar,Jack Daniel's Bourbon,8633.1,0.0,1151.0,7482.1
TXN-11613,2024-06-21 23:15:00,Rooftop Bar,Jack Daniel's Bourbon,7482.1,0.0,1939.8,5542.3
TXN-11614,2024-06-22 21:30:00,Rooftop Bar,Jack Daniel's Bourbon,5542.3,0.0,2420.9,3121.4
TXN-11615,2024-06-23 20:00:00,Rooftop Bar,Jack Daniel's Bourbon,3121.4,0.0,964.7,2156.7
TXN-11616,2024-06-24 18:00:00,Rooftop Bar,Jack Daniel's Bourbon,2156.7,0.0,663.5,1493.2
TXN-11617,2024-06-25 20:45:00,Rooftop Bar,Jack Daniel's Bourbon,1493.2,12000.0,1643.9,11849.3
TXN-11618,2024-06-26 18:30:00,Rooftop Bar,Jack Daniel's Bourbon,11849.3,0.0,938.6,10910.7
TXN-11619,2024-06-27 22:30:00,Rooftop Bar,Jack Daniel's Bourbon,10910.7,0.0,1132.6,9778.1
TXN-11620,2024-06-28 21:30:00,Rooftop Bar,Jack Daniel's Bourbon,9778.1,0.0,2188.7,7589.4
TXN-11621,2024-01-01 21:15:00,Rooftop Bar,Hendrick's Gin,6750.0,0.0,981.8,5768.2
TXN-11622,2024-01-02 18:00:00,Rooftop Bar,Hendrick's Gin,5768.2,0.0,1040.7,4727.5
TXN-11623,2024-01-03 19:00:00,Rooftop Bar,Hendrick's Gin,4727.5,0.0,1263.1,3464.4
TXN-11624,2024-01-04 21:15:00,Rooftop Bar,Hendrick's Gin,3464.4,0.0,1110.8,2353.6
TXN-11625,2024-01-05 20:15:00,Rooftop Bar,Hendrick's Gin,2353.6,0.0,1599.3,754.3
TXN-11626,2024-01-06 23:15:00,Rooftop Bar,Hendrick's Gin,754.3,13500.0,1822.0,12432.3
TXN-11627,2024-01-07 18:00:00,Rooftop Bar,Hendrick's Gin,12432.3,0.0,812.8,11619.5
TXN-11628,2024-01-08 21:30:00,Rooftop Bar,Hendrick's Gin,11619.5,0.0,999.4,10620.1
TXN-11629,2024-01-09 21:15:00,Rooftop Bar,Hendrick's Gin,10620.1,0.0,941.1,9679.0
TXN-11630,2024-01-10 23:00:00,Rooftop Bar,Hendrick's Gin,9679.0,0.0,901.4,8777.6
TXN-11631,2024-01-11 21:00:00,Rooftop Bar,Hendrick's Gin,8777.6,0.0,740.7,8036.9
TXN-11632,2024-01-12 18:00:00,Rooftop Bar,Hendrick's Gin,8036.9,0.0,1614.4,6422.5
TXN-11633,2024-01-13 23:45:00,Rooftop Bar,Hendrick's Gin,6422.5,0.0,1778.1,4644.4
TXN-11634,2024-01-14 22:30:00,Rooftop Bar,Hendrick's Gin,4644.4,0.0,697.7,3946.7
TXN-11635,2024-01-15 21:30:00,Rooftop Bar,Hendrick's Gin,3946.7,0.0,786.9,3159.8
TXN-11636,2024-01-16 19:00:00,Rooftop Bar,Hendrick's Gin,3159.8,0.0,832.7,2327.1
TXN-11637,2024-01-17 20:30:00,Rooftop Bar,Hendrick's Gin,2327.1,0.0,828.2,1498.9
TXN-11638,2024-01-18 23:30:00,Rooftop Bar,Hendrick's Gin,1498.9,4500.0,1208.1,4790.8
TXN-11639,2024-01-19 20:15:00,Rooftop Bar,Hendrick's Gin,4790.8,0.0,1909.8,2881.0
TXN-11640,2024-01-20 22:15:00,Rooftop Bar,Hendrick's Gin,2881.0,0.0,1568.2,1312.8
TXN-11641,2024-01-21 21:15:00,Rooftop Bar,Hendrick's Gin,1312.8,9000.0,996.0,9316.8
TXN-11642,2024-01-22 19:15:00,Rooftop Bar,Hendrick's Gin,9316.8,0.0,1240.3,8076.5
TXN-11643,2024-01-23 21:15:00,Rooftop Bar,Hendrick's Gin,8076.5,0.0,984.8,7091.7
TXN-11644,2024-01-24 23:15:00,Rooftop Bar,Hendrick's Gin,7091.7,0.0,594.3,6497.4
TXN-11645,2024-01-25 19:00:00,Rooftop Bar,Hendrick's Gin,6497.4,0.0,597.4,5900.0
TXN-11646,2024-01-26 20:45:00,Rooftop Bar,Hendrick's Gin,5900.0,0.0,1714.4,4185.6
TXN-11647,2024-01-27 20:30:00,Rooftop Bar,Hendrick's Gin,4185.6,0.0,2106.4,2079.2
TXN-11648,2024-01-28 19:30:00,Rooftop Bar,Hendrick's Gin,2079.2,0.0,1221.8,857.4
TXN-11649,2024-01-29 21:00:00,Rooftop Bar,Hendrick's Gin,857.4,9000.0,1195.2,8662.2
TXN-11650,2024-01-30 22:30:00,Rooftop Bar,Hendrick's Gin,8662.2,0.0,99.7,8562.5
TXN-11651,2024-01-31 19:45:00,Rooftop Bar,Hendrick's Gin,8562.5,0.0,562.4,8000.1
TXN-11652,2024-02-01 18:15:00,Rooftop Bar,Hendrick's Gin,8000.1,0.0,764.5,7235.6
TXN-11653,2024-02-02 20:30:00,Rooftop Bar,Hendrick's Gin,7235.6,0.0,2262.0,4973.6
TXN-11654,2024-02-03 19:15:00,Rooftop Bar,Hendrick's Gin,4973.6,0.0,2017.2,2956.4
TXN-11655,2024-02-04 18:15:00,Rooftop Bar,Hendrick's Gin,2956.4,0.0,899.1,2057.3
TXN-11656,2024-02-05 23:15:00,Rooftop Bar,Hendrick's Gin,2057.3,0.0,1402.9,654.4
TXN-11657,2024-02-06 23:00:00,Rooftop Bar,Hendrick's Gin,654.4,9000.0,1314.6,8339.8
TXN-11658,2024-02-07 23:15:00,Rooftop Bar,Hendrick's Gin,8339.8,0.0,1066.6,7273.2
TXN-11659,2024-02-08 23:15:00,Rooftop Bar,Hendrick's Gin,7273.2,0.0,584.1,6689.1
TXN-11660,2024-02-09 19:00:00,Rooftop Bar,Hendrick's Gin,6689.1,0.0,1021.3,5667.8
TXN-11661,2024-02-10 20:00:00,Rooftop Bar,Hendrick's Gin,5667.8,0.0,1597.6,4070.2
TXN-11662,2024-02-11 19:00:00,Rooftop Bar,Hendrick's Gin,4070.2,0.0,1459.5,2610.7
TXN-11663,2024-02-12 23:30:00,Rooftop Bar,Hendrick's Gin,2610.7,0.0,934.4,1676.3
TXN-11664,2024-02-13 20:15:00,Rooftop Bar,Hendrick's Gin,1676.3,0.0,990.2,686.1
TXN-11665,2024-02-14 18:45:00,Rooftop Bar,Hendrick's Gin,686.1,13500.0,1245.4,12940.7
TXN-11666,2024-02-15 20:30:00,Rooftop Bar,Hendrick's Gin,12940.7,0.0,486.4,12454.3
TXN-11667,2024-02-16 21:30:00,Rooftop Bar,Hendrick's Gin,12454.3,0.0,1798.9,10655.4
TXN-11668,2024-02-17 21:00:00,Rooftop Bar,Hendrick's Gin,10655.4,0.0,1340.3,9315.1
TXN-11669,2024-02-18 20:15:00,Rooftop Bar,Hendrick's Gin,9315.1,0.0,756.5,8558.6
TXN-11670,2024-02-19 19:15:00,Rooftop Bar,Hendrick's Gin,8558.6,0.0,882.4,7676.2
TXN-11671,2024-02-20 19:00:00,Rooftop Bar,Hendrick's Gin,7676.2,0.0,989.4,6686.8
TXN-11672,2024-02-21 19:00:00,Rooftop Bar,Hendrick's Gin,6686.8,0.0,1159.6,5527.2
TXN-11673,2024-02-22 19:15:00,Rooftop Bar,Hendrick's Gin,5527.2,0.0,857.3,4669.9
TXN-11674,2024-02-23 19:00:00,Rooftop Bar,Hendrick's Gin,4669.9,0.0,1914.9,2755.0
TXN-11675,2024-02-24 18:00:00,Rooftop Bar,Hendrick's Gin,2755.0,0.0,1967.2,787.8
TXN-11676,2024-02-25 19:00:00,Rooftop Bar,Hendrick's Gin,787.8,13500.0,740.1,13547.7
TXN-11677,2024-02-26 20:15:00,Rooftop Bar,Hendrick's Gin,13547.7,0.0,615.4,12932.3
TXN-11678,2024-02-27 21:45:00,Rooftop Bar,Hendrick's Gin,12932.3,0.0,969.5,11962.8
TXN-11679,2024-02-28 19:45:00,Rooftop Bar,Hendrick's Gin,11962.8,0.0,945.4,11017.4
TXN-11680,2024-02-29 21:15:00,Rooftop Bar,Hendrick's Gin,11017.4,0.0,720.8,10296.6
TXN-11681,2024-03-01 18:00:00,Rooftop Bar,Hendrick's Gin,10296.6,0.0,2003.7,8292.9
TXN-11682,2024-03-02 20:30:00,Rooftop Bar,Hendrick's Gin,8292.9,0.0,1695.3,6597.6
TXN-11683,2024-03-03 23:15:00,Rooftop Bar,Hendrick's Gin,6597.6,0.0,914.8,5682.8
TXN-11684,2024-03-04 21:45:00,Rooftop Bar,Hendrick's Gin,5682.8,0.0,556.2,5126.6
TXN-11685,2024-03-05 22:00:00,Rooftop Bar,Hendrick's Gin,5126.6,0.0,890.3,4236.3
TXN-11686,2024-03-06 21:00:00,Rooftop Bar,Hendrick's Gin,4236.3,0.0,804.8,3431.5
TXN-11687,2024-03-07 21:15:00,Rooftop Bar,Hendrick's Gin,3431.5,0.0,957.9,2473.6
TXN-11688,2024-03-08 18:45:00,Rooftop Bar,Hendrick's Gin,2473.6,0.0,1994.9,478.7
TXN-11689,2024-03-09 20:00:00,Rooftop Bar,Hendrick's Gin,478.7,13500.0,1669.9,12308.8
TXN-11690,2024-03-10 21:45:00,Rooftop Bar,Hendrick's Gin,12308.8,0.0,587.6,11721.2
TXN-11691,2024-03-11 22:00:00,Rooftop Bar,Hendrick's Gin,11721.2,0.0,662.5,11058.7
TXN-11692,2024-03-12 20:45:00,Rooftop Bar,Hendrick's Gin,11058.7,0.0,889.4,10169.3
TXN-11693,2024-03-13 23:00:00,Rooftop Bar,Hendrick's Gin,10169.3,0.0,880.4,9288.9
TXN-11694,2024-03-14 19:45:00,Rooftop Bar,Hendrick's Gin,9288.9,0.0,994.1,8294.8
TXN-11695,2024-03-15 22:15:00,Rooftop Bar,Hendrick's Gin,8294.8,0.0,1609.2,6685.6
TXN-11696,2024-03-16 23:45:00,Rooftop Bar,Hendrick's Gin,6685.6,0.0,1874.9,4810.7
TXN-11697,2024-03-17 18:45:00,Rooftop Bar,Hendrick's Gin,4810.7,0.0,815.1,3995.6
TXN-11698,2024-03-18 19:00:00,Rooftop Bar,Hendrick's Gin,3995.6,0.0,768.1,3227.5
TXN-11699,2024-03-19 18:15:00,Rooftop Bar,Hendrick's Gin,3227.5,0.0,717.5,2510.0
TXN-11700,2024-03-20 18:15:00,Rooftop Bar,Hendrick's Gin,2510.0,0.0,959.3,1550.7
TXN-11701,2024-03-21 20:45:00,Rooftop Bar,Hendrick's Gin,1550.7,0.0,951.8,598.9
TXN-11702,2024-03-22 22:15:00,Rooftop Bar,Hendrick's Gin,598.9,9000.0,2129.4,7469.5
TXN-11703,2024-03-23 18:30:00,Rooftop Bar,Hendrick's Gin,7469.5,0.0,1636.4,5833.1
TXN-11704,2024-03-24 23:00:00,Rooftop Bar,Hendrick's Gin,5833.1,0.0,920.9,4912.2
TXN-11705,2024-03-25 22:15:00,Rooftop Bar,Hendrick's Gin,4912.2,0.0,1176.6,3735.6
TXN-11706,2024-03-26 23:00:00,Rooftop Bar,Hendrick's Gin,3735.6,0.0,789.9,2945.7
TXN-11707,2024-03-27 22:15:00,Rooftop Bar,Hendrick's Gin,2945.7,0.0,786.7,2159.0
TXN-11708,2024-03-28 20:15:00,Rooftop Bar,Hendrick's Gin,2159.0,0.0,1200.9,958.1
TXN-11709,2024-03-29 19:45:00,Rooftop Bar,Hendrick's Gin,958.1,4500.0,1829.6,3628.5
TXN-11710,2024-03-30 20:45:00,Rooftop Bar,Hendrick's Gin,3628.5,0.0,2248.0,1380.5
TXN-11711,2024-03-31 20:15:00,Rooftop Bar,Hendrick's Gin,1380.5,13500.0,838.7,14041.8
TXN-11712,2024-04-01 23:45:00,Rooftop Bar,Hendrick's Gin,14041.8,0.0,532.4,13509.4
TXN-11713,2024-04-02 18:45:00,Rooftop Bar,Hendrick's Gin,13509.4,0.0,1164.7,12344.7
TXN-11714,2024-04-03 20:45:00,Rooftop Bar,Hendrick's Gin,12344.7,0.0,547.1,11797.6
TXN-11715,2024-04-04 23:30:00,Rooftop Bar,Hendrick's Gin,11797.6,0.0,788.3,11009.3
TXN-11716,2024-04-05 18:30:00,Rooftop Bar,Hendrick's Gin,11009.3,0.0,1898.0,9111.3
TXN-11717,2024-04-06 22:15:00,Rooftop Bar,Hendrick's Gin,9111.3,0.0,1466.1,7645.2
TXN-11718,2024-04-07 19:15:00,Rooftop Bar,Hendrick's Gin,7645.2,0.0,962.5,6682.7
TXN-11719,2024-04-08 20:30:00,Rooftop Bar,Hendrick's Gin,6682.7,0.0,1006.2,5676.5
TXN-11720,2024-04-09 18:15:00,Rooftop Bar,Hendrick's Gin,5676.5,0.0,755.6,4920.9
TXN-11721,2024-04-10 22:30:00,Rooftop Bar,Hendrick's Gin,4920.9,0.0,647.4,4273.5
TXN-11722,2024-04-11 18:30:00,Rooftop Bar,Hendrick's Gin,4273.5,0.0,876.1,3397.4
TXN-11723,2024-04-12 19:00:00,Rooftop Bar,Hendrick's Gin,3397.4,0.0,1871.2,1526.2
TXN-11724,2024-04-13 21:15:00,Rooftop Bar,Hendrick's Gin,1526.2,0.0,1526.2,0.0
TXN-11725,2024-04-14 20:30:00,Rooftop Bar,Hendrick's Gin,0.0,4500.0,776.0,3724.0
TXN-11726,2024-04-15 18:45:00,Rooftop Bar,Hendrick's Gin,3724.0,0.0,920.0,2804.0
TXN-11727,2024-04-16 20:00:00,Rooftop Bar,Hendrick's Gin,2804.0,0.0,1297.6,1506.4
TXN-11728,2024-04-17 22:15:00,Rooftop Bar,Hendrick's Gin,1506.4,0.0,1068.8,437.6
TXN-11729,2024-04-18 23:15:00,Rooftop Bar,Hendrick's Gin,437.6,13500.0,713.8,13223.8
TXN-11730,2024-04-19 20:15:00,Rooftop Bar,Hendrick's Gin,13223.8,0.0,1576.2,11647.6
TXN-11731,2024-04-20 22:30:00,Rooftop Bar,Hendrick's Gin,11647.6,0.0,1283.0,10364.6
TXN-11732,2024-04-21 23:15:00,Rooftop Bar,Hendrick's Gin,10364.6,0.0,1527.1,8837.5
